x,y,Max Capacity (MW),LCOE without Spur,LCOE with Spur,Capacity Factor,Interconnection Cost ($/kW),Availability Fraction
-94.25,56.5,0.0,63.58934217280078,130.05827257740737,0.1814641556778536,1770.8435272908675,0.0
-94.25,56.75,0.0,63.907922994533415,133.2249429425273,0.18055955735698787,1837.5154972541725,0.0
-94.0,41.75,0.0,54.12902032323731,112.94417406123777,0.21317929307772282,1840.7927704119836,0.0
-94.0,42.0,0.0,54.090523186038396,110.73319196523647,0.21333101637434085,1774.0602112084673,0.0
-94.0,42.25,0.0,53.94732355964293,108.31530786208731,0.21389728954282522,1707.3366333702593,0.0
-94.0,42.5,0.0,53.872929391311644,106.04446163061681,0.2141926644397103,1640.6231327220914,0.0
-94.0,42.75,0.0,53.82577228427642,103.83237681916985,0.21438032001759585,1573.9209907018096,0.0
-94.0,43.0,0.0,53.89645345846617,101.84709057534499,0.21409917623596106,1507.2317153467404,0.0
-94.0,43.25,0.0,53.939789595047905,99.80610921121009,0.21392716534728212,1440.5570936269219,0.0
-94.0,43.5,0.0,53.90261782573547,97.61645361648307,0.21407469160037915,1373.899258961483,0.0
-94.0,43.75,0.0,53.94705178653744,95.5749147931183,0.21389836710922985,1307.2607793095206,0.0
-94.0,44.0,0.0,54.0434553345567,93.62062460605718,0.21351681190745375,1240.6447735272122,0.0
-94.0,44.25,0.0,54.22972577598211,91.81173936702022,0.2127834157813136,1174.0550671474239,0.0
